FECHA;DEPARTAMENTO;MUNICIPIO;DIA;CLASE DE ESTUPEFACIENTE;CLASE DE SITIO;ZONA;UNIDAD DE MEDIDA;CÓDIGO DANE;CANTIDAD
04/23/2018;ANTIOQUIA;DON MATÍAS;Lunes;COCAINA;INTERIOR VEHICULO SERVICIO PUBLICO;RURAL;GRAMO;5237000;200
04/23/2018;ANTIOQUIA;EL CARMEN DE VIBORAL;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5148000;8
04/23/2018;ANTIOQUIA;EL SANTUARIO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5697000;5
04/23/2018;ANTIOQUIA;FREDONIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5282000;10
04/23/2018;ANTIOQUIA;GIRARDOTA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5308000;11
04/23/2018;ANTIOQUIA;ITAGUI;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5360000;2
04/23/2018;ANTIOQUIA;LA UNIÓN;Lunes;COCAINA;VIAS PUBLICAS;RURAL;GRAMO;5400000;2
04/23/2018;ANTIOQUIA;MEDELLÍN;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5001000;9
04/23/2018;ANTIOQUIA;MONTEBELLO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5467000;5
04/23/2018;ANTIOQUIA;PUERTO TRIUNFO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5591000;3
04/23/2018;ANTIOQUIA;SALGAR;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5642000;2
04/23/2018;ANTIOQUIA;SAN RAFAEL;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5667000;6
04/23/2018;ANTIOQUIA;SAN ROQUE;Lunes;COCAINA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;4
04/23/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Lunes;COCAINA;VIAS PUBLICAS;RURAL;GRAMO;5042000;2
04/23/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5042000;3
04/23/2018;ANTIOQUIA;YALÍ;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;5885000;2
04/23/2018;ATLÁNTICO;BARRANQUILLA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;8001000;30
04/23/2018;CALDAS;CHINCHINÁ;Lunes;COCAINA;CASAS DE HABITACION;URBANA;GRAMO;17174000;29
04/23/2018;CALDAS;MANIZALES;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;17001000;38
04/23/2018;CESAR;LA GLORIA;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;20383000;1
04/23/2018;CESAR;VALLEDUPAR;Lunes;COCAINA;CARCELES;URBANA;GRAMO;20001000;198
04/23/2018;CESAR;VALLEDUPAR;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;20001000;1
04/23/2018;CÓRDOBA;MOÑITOS;Lunes;COCAINA;CASAS DE HABITACION;RURAL;GRAMO;23500000;28
04/23/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;COCAINA;AEROPUERTO;URBANA;GRAMO;11001000;6194
04/23/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;11001000;9
04/23/2018;CUNDINAMARCA;CAQUEZA;Lunes;COCAINA;VIAS PUBLICAS;RURAL;GRAMO;25151000;10
04/23/2018;CUNDINAMARCA;GUATAVITA;Lunes;COCAINA;VIAS PUBLICAS;RURAL;GRAMO;25326000;5
04/23/2018;GUAVIARE;SAN JOSÉ DEL GUAVIARE;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;95001000;9
04/23/2018;NARIÑO;SAMANIEGO;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;52678000;27000
04/23/2018;SANTANDER;BARBOSA;Lunes;COCAINA;CASAS DE HABITACION;URBANA;GRAMO;68077000;8
04/23/2018;VALLE;CALI;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;76001000;59
04/23/2018;VALLE;LA UNIÓN;Lunes;COCAINA;VIAS PUBLICAS;URBANA;GRAMO;76400000;44
04/23/2018;VALLE;ZARZAL;Lunes;COCAINA;CASAS DE HABITACION;URBANA;GRAMO;76895000;60
04/23/2018;ANTIOQUIA;DON MATÍAS;Lunes;HEROINA;INTERIOR VEHICULO SERVICIO PUBLICO;RURAL;GRAMO;5237000;20
04/23/2018;NORTE DE SANTANDER;CÚCUTA;Lunes;HEROINA;VIAS PUBLICAS;URBANA;GRAMO;54001000;8
04/23/2018;ANTIOQUIA;AMAGÁ;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5030000;75
04/23/2018;ANTIOQUIA;ANGOSTURA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5038000;100
04/23/2018;ANTIOQUIA;ANZA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5044000;20
04/23/2018;ANTIOQUIA;ARGELIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5055000;20
04/23/2018;ANTIOQUIA;BELLO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5088000;55
04/23/2018;ANTIOQUIA;BELMIRA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5086000;11
04/23/2018;ANTIOQUIA;BETANIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5091000;15
04/23/2018;ANTIOQUIA;BETULIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5093000;35
04/23/2018;ANTIOQUIA;CAICEDO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5125000;20
04/23/2018;ANTIOQUIA;CALDAS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5129000;18
04/23/2018;ANTIOQUIA;CARAMANTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5145000;11
04/23/2018;ANTIOQUIA;CAUCASIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5154000;32
04/23/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5101000;35
04/23/2018;ANTIOQUIA;COCORNÁ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5197000;35
04/23/2018;ANTIOQUIA;CONCORDIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5209000;38
04/23/2018;ANTIOQUIA;DON MATÍAS;Lunes;MARIHUANA;INTERIOR VEHICULO SERVICIO PUBLICO;RURAL;GRAMO;5237000;500
04/23/2018;ANTIOQUIA;EBÉJICO;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5240000;14
04/23/2018;ANTIOQUIA;ENTRERRIOS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5264000;12
04/23/2018;ANTIOQUIA;FREDONIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5282000;20
04/23/2018;ANTIOQUIA;FRONTINO;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5284000;44
04/23/2018;ANTIOQUIA;GIRALDO;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5306000;15
04/23/2018;ANTIOQUIA;GIRARDOTA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5308000;20
04/23/2018;ANTIOQUIA;GIRARDOTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5308000;20
04/23/2018;ANTIOQUIA;HISPANIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5353000;7
04/23/2018;ANTIOQUIA;ITUANGO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5361000;25
04/23/2018;ANTIOQUIA;JARDÍN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5364000;10
04/23/2018;ANTIOQUIA;LA CEJA;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5376000;200
04/23/2018;ANTIOQUIA;LA UNIÓN;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5400000;6
04/23/2018;ANTIOQUIA;LIBORINA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5411000;14
04/23/2018;ANTIOQUIA;MACEO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5425000;10
04/23/2018;ANTIOQUIA;MEDELLÍN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5001000;9888
04/23/2018;ANTIOQUIA;MONTEBELLO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5467000;8
04/23/2018;ANTIOQUIA;PUEBLORRICO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5576000;15
04/23/2018;ANTIOQUIA;PUERTO NARE;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5585000;15
04/23/2018;ANTIOQUIA;PUERTO TRIUNFO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5591000;16
04/23/2018;ANTIOQUIA;REMEDIOS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5604000;10
04/23/2018;ANTIOQUIA;SABANALARGA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5628000;10
04/23/2018;ANTIOQUIA;SALGAR;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5642000;10
04/23/2018;ANTIOQUIA;SAN CARLOS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5649000;90
04/23/2018;ANTIOQUIA;SAN FRANCISCO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5652000;18
04/23/2018;ANTIOQUIA;SAN RAFAEL;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5667000;25
04/23/2018;ANTIOQUIA;SAN ROQUE;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;19
04/23/2018;ANTIOQUIA;SANTA BÁRBARA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5679000;12
04/23/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5042000;55
04/23/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5042000;64
04/23/2018;ANTIOQUIA;TÁMESIS;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5789000;5
04/23/2018;ANTIOQUIA;TÁMESIS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5789000;213
04/23/2018;ANTIOQUIA;TARSO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5792000;10
04/23/2018;ANTIOQUIA;URRAO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5847000;150
04/23/2018;ANTIOQUIA;VALDIVIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5854000;15
04/23/2018;ANTIOQUIA;VALPARAÍSO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5856000;9
04/23/2018;ANTIOQUIA;VENECIA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;5861000;15
04/23/2018;ANTIOQUIA;YALÍ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5885000;15
04/23/2018;ANTIOQUIA;YOLOMBÓ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;5890000;8
04/23/2018;ATLÁNTICO;BARRANQUILLA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;8001000;13678
04/23/2018;ATLÁNTICO;JUAN DE ACOSTA;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;8372000;80
04/23/2018;BOLÍVAR;CARTAGENA;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;13001000;200
04/23/2018;BOYACÁ;TOGÜÍ;Lunes;MARIHUANA;CENTRO RECREACIONAL;RURAL;GRAMO;15816000;36
04/23/2018;CALDAS;CHINCHINÁ;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;17174000;641
04/23/2018;CALDAS;CHINCHINÁ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17174000;20
04/23/2018;CALDAS;LA DORADA;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;17380000;528
04/23/2018;CALDAS;LA MERCED;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17388000;70
04/23/2018;CALDAS;MANIZALES;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17001000;40
04/23/2018;CALDAS;MANZANARES;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17433000;50
04/23/2018;CALDAS;NEIRA;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;17486000;135
04/23/2018;CALDAS;NORCASIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17495000;5
04/23/2018;CALDAS;PENSILVANIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17541000;16
04/23/2018;CALDAS;SUPÍA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;17777000;272
04/23/2018;CAQUETÁ;FLORENCIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;18001000;500
04/23/2018;CAUCA;POPAYÁN;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;19001000;67
04/23/2018;CAUCA;POPAYÁN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;19001000;34
04/23/2018;CAUCA;PUERTO TEJADA;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;19573000;1000
04/23/2018;CESAR;AGUACHICA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;20011000;156
04/23/2018;CESAR;AGUSTÍN CODAZZI;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;20013000;18
04/23/2018;CESAR;BOSCONIA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;20060000;12
04/23/2018;CESAR;GAMARRA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;20295000;280
04/23/2018;CESAR;LA GLORIA;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;20383000;19
04/23/2018;CESAR;TAMALAMEQUE;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;20787000;15
04/23/2018;CESAR;VALLEDUPAR;Lunes;MARIHUANA;CARCELES;URBANA;GRAMO;20001000;198
04/23/2018;CESAR;VALLEDUPAR;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;20001000;524
04/23/2018;CESAR;VALLEDUPAR;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;20001000;48
04/23/2018;CÓRDOBA;MOÑITOS;Lunes;MARIHUANA;CASAS DE HABITACION;RURAL;GRAMO;23500000;15
04/23/2018;CÓRDOBA;PLANETA RICA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;23555000;180
04/23/2018;CUNDINAMARCA;ALBÁN;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;25019000;20
04/23/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;MARIHUANA;EMPRESA;URBANA;GRAMO;11001000;250
04/23/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;MARIHUANA;LABORATORIO DE BASE;RURAL;GRAMO;11001000;470
04/23/2018;CUNDINAMARCA;BOGOTÁ D.C.;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;11001000;8406
04/23/2018;CUNDINAMARCA;CAQUEZA;Lunes;MARIHUANA;FRENTE A ALMACEN - VIA PUBLICA;RURAL;GRAMO;25151000;2
04/23/2018;CUNDINAMARCA;CAQUEZA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;25151000;50
04/23/2018;CUNDINAMARCA;CHIPAQUE;Lunes;MARIHUANA;FRENTE A ALMACEN - VIA PUBLICA;URBANA;GRAMO;25178000;20
04/23/2018;CUNDINAMARCA;COGUA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25200000;4
04/23/2018;CUNDINAMARCA;EL COLEGIO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25245000;30
04/23/2018;CUNDINAMARCA;FUNZA;Lunes;MARIHUANA;FRENTE A ALMACEN - VIA PUBLICA;URBANA;GRAMO;25286000;20
04/23/2018;CUNDINAMARCA;FUSAGASUGÁ;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;25290000;100
04/23/2018;CUNDINAMARCA;GUATAVITA;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;25326000;15
04/23/2018;CUNDINAMARCA;PACHO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25513000;100
04/23/2018;CUNDINAMARCA;PUERTO SALGAR;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;25572000;10
04/23/2018;CUNDINAMARCA;SAN BERNARDO;Lunes;MARIHUANA;FRENTE A RESIDENCIAS - VIA PUBLICA;URBANA;GRAMO;25649000;84
04/23/2018;CUNDINAMARCA;VENECIA;Lunes;MARIHUANA;FINCAS Y SIMILARES;RURAL;GRAMO;25506000;30
04/23/2018;CUNDINAMARCA;ZIPAQUIRÁ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;25899000;14
04/23/2018;GUAINÍA;INÍRIDA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;94001000;8
04/23/2018;HUILA;PITALITO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;41551000;109
04/23/2018;HUILA;RIVERA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;41615000;110
04/23/2018;HUILA;TERUEL;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;41801000;200
04/23/2018;MAGDALENA;ALGARROBO;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;47030000;360
04/23/2018;MAGDALENA;CIÉNAGA;Lunes;MARIHUANA;TRAMO DE VIA;RURAL;GRAMO;47189000;518
04/23/2018;MAGDALENA;EL BANCO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;47245000;610
04/23/2018;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;47692000;8
04/23/2018;MAGDALENA;SANTA MARTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;47001000;38
04/23/2018;META;VILLAVICENCIO;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;50001000;7
04/23/2018;NORTE DE SANTANDER;CÚCUTA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;54001000;35
04/23/2018;PUTUMAYO;PUERTO ASÍS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;86568000;130
04/23/2018;PUTUMAYO;PUERTO CAICEDO;Lunes;MARIHUANA;VIAS PUBLICAS;RURAL;GRAMO;86569000;25
04/23/2018;RISARALDA;DOSQUEBRADAS;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;66170000;450
04/23/2018;SANTANDER;BARBOSA;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;68077000;12
04/23/2018;SANTANDER;BARBOSA;Lunes;MARIHUANA;CASAS DE HABITACION;URBANA;GRAMO;68077000;2742
04/23/2018;SANTANDER;BARBOSA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68077000;39
04/23/2018;SANTANDER;BUCARAMANGA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;68001000;34
04/23/2018;SANTANDER;CIMITARRA;Lunes;MARIHUANA;CANCHA DE FUTBOL;URBANA;GRAMO;68190000;40
04/23/2018;SANTANDER;PALMAS DEL SOCORRO;Lunes;MARIHUANA;QUEBRADA;RURAL;GRAMO;68524000;10
04/23/2018;TOLIMA;CHAPARRAL;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;73168000;140
04/23/2018;TOLIMA;IBAGUÉ;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;73001000;99
04/23/2018;VALLE;BUGALAGRANDE;Lunes;MARIHUANA;CARRETERA;RURAL;GRAMO;76113000;190000
04/23/2018;VALLE;CALI;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76001000;134
04/23/2018;VALLE;LA UNIÓN;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76400000;81
04/23/2018;VALLE;PALMIRA;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76520000;35
04/23/2018;VALLE;TORO;Lunes;MARIHUANA;VIAS PUBLICAS;URBANA;GRAMO;76823000;20
04/24/2018;ANTIOQUIA;ANZA;Martes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5044000;8
04/24/2018;ANTIOQUIA;BETANIA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5091000;8
04/24/2018;ANTIOQUIA;BRICEÑO;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5107000;5
04/24/2018;ANTIOQUIA;CAUCASIA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5154000;13
04/24/2018;ANTIOQUIA;CIUDAD BOLÍVAR;Martes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;5101000;3
04/24/2018;ANTIOQUIA;CONCORDIA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5209000;2
04/24/2018;ANTIOQUIA;EL SANTUARIO;Martes;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5697000;4
04/24/2018;ANTIOQUIA;ENVIGADO;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5266000;1
04/24/2018;ANTIOQUIA;ITAGUI;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5360000;25
04/24/2018;ANTIOQUIA;JARDÍN;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5364000;7
04/24/2018;ANTIOQUIA;LA ESTRELLA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5380000;24
04/24/2018;ANTIOQUIA;MACEO;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5425000;3
04/24/2018;ANTIOQUIA;MEDELLÍN;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5001000;114
04/24/2018;ANTIOQUIA;PEÑOL;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5541000;1
04/24/2018;ANTIOQUIA;PUERTO BERRÍO;Martes;BASE DE COCA;CASAS DE HABITACION;RURAL;GRAMO;5579000;3
04/24/2018;ANTIOQUIA;RIONEGRO;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5615000;60
04/24/2018;ANTIOQUIA;SAN FRANCISCO;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5652000;1
04/24/2018;ANTIOQUIA;SAN LUIS;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5660000;4
04/24/2018;ANTIOQUIA;SAN ROQUE;Martes;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5670000;2
04/24/2018;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5042000;3
04/24/2018;ANTIOQUIA;URAMITA;Martes;BASE DE COCA;FINCAS Y SIMILARES;RURAL;GRAMO;5842000;3
04/24/2018;ANTIOQUIA;URRAO;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5847000;37
04/24/2018;ANTIOQUIA;VALDIVIA;Martes;BASE DE COCA;CARRETERA;RURAL;GRAMO;5854000;2
04/24/2018;ANTIOQUIA;YARUMAL;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;5887000;10
04/24/2018;BOLÍVAR;ARJONA;Martes;BASE DE COCA;CARRETERA;RURAL;GRAMO;13052000;5051
04/24/2018;BOLÍVAR;EL CARMEN DE BOLÍVAR;Martes;BASE DE COCA;CARRETERA;RURAL;GRAMO;13244000;1931
04/24/2018;BOLÍVAR;EL CARMEN DE BOLÍVAR;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;13244000;51
04/24/2018;BOLÍVAR;VILLANUEVA;Martes;BASE DE COCA;VIAS PUBLICAS;RURAL;GRAMO;13873000;40
04/24/2018;CALDAS;SUPÍA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;17777000;5
04/24/2018;CAUCA;PADILLA;Martes;BASE DE COCA;CASAS DE HABITACION;URBANA;GRAMO;19513000;19
04/24/2018;CAUCA;POPAYÁN;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;19001000;206
04/24/2018;CESAR;EL COPEY;Martes;BASE DE COCA;CARRETERA;RURAL;GRAMO;20238000;2
04/24/2018;CUNDINAMARCA;BOGOTÁ D.C.;Martes;BASE DE COCA;CASAS DE HABITACION;URBANA;GRAMO;11001000;32
04/24/2018;CUNDINAMARCA;BOGOTÁ D.C.;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;11001000;8
04/24/2018;CUNDINAMARCA;ZIPAQUIRÁ;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;25899000;17
04/24/2018;HUILA;SUAZA;Martes;BASE DE COCA;PUESTO DE CONTROL;RURAL;GRAMO;41770000;1260
04/24/2018;MAGDALENA;PIVIJAY;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;47551000;110
04/24/2018;NORTE DE SANTANDER;CÚCUTA;Martes;BASE DE COCA;CASA EN CONJUNTO CERRADO;URBANA;GRAMO;54001000;10
04/24/2018;NORTE DE SANTANDER;CÚCUTA;Martes;BASE DE COCA;PARQUES;URBANA;GRAMO;54001000;10
04/24/2018;NORTE DE SANTANDER;CÚCUTA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;54001000;6
04/24/2018;NORTE DE SANTANDER;LOS PATIOS;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;54405000;26
04/24/2018;NORTE DE SANTANDER;OCAÑA;Martes;BASE DE COCA;CASAS DE HABITACION;URBANA;GRAMO;54498000;3
04/24/2018;QUINDÍO;CALARCA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;63130000;77
04/24/2018;SANTANDER;BUCARAMANGA;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;68001000;9
04/24/2018;TOLIMA;GUAMO;Martes;BASE DE COCA;CASAS DE HABITACION;RURAL;GRAMO;73319000;46
04/24/2018;TOLIMA;IBAGUÉ;Martes;BASE DE COCA;VIAS PUBLICAS;URBANA;GRAMO;73001000;11
